@relation dataset

@attribute ID numeric
@attribute Time date 'yyyy/MM/dd HH:mm:ss:SSS'
@attribute 'Training round' numeric
@attribute inputs-1 numeric
@attribute inputs-2 numeric
@attribute inputs-3 numeric
@attribute inputs-4 numeric
@attribute inputs-5 numeric
@attribute inputs-6 numeric
@attribute outputs-1 numeric
@attribute outputs-2 numeric
@attribute outputs-3 numeric

@data
457,'2024/12/19 00:07:42:782',32,0.003932,0.00468,-0.000988,0.12806,-0.026916,0.439066,0,?,?
458,'2024/12/19 00:07:43:045',32,-0.001773,0.005275,-0.000147,0.127692,-0.026661,0.438607,0,?,?
459,'2024/12/19 00:07:43:182',32,0.003994,0.00419,0.004224,0.128091,-0.026769,0.438066,0,?,?
460,'2024/12/19 00:07:43:382',32,0.000811,0.005882,0.004129,0.12892,-0.026347,0.43939,0,?,?
461,'2024/12/19 00:07:43:658',32,0.001806,0.0093,0.000493,0.129904,-0.026322,0.440131,0,?,?
462,'2024/12/19 00:07:43:782',32,0.002487,0.005074,0.007998,0.131305,-0.02586,0.441475,0,?,?
463,'2024/12/19 00:07:43:983',32,-0.003673,0.004381,0.002853,0.132468,-0.024714,0.44271,0,?,?
464,'2024/12/19 00:07:44:191',32,0.001257,0.001009,0.01295,0.133285,-0.023578,0.44416,0,?,?
465,'2024/12/19 00:07:44:580',32,-0.000139,0.008461,-0.009543,0.133059,-0.023616,0.443756,0,?,?
466,'2024/12/19 00:07:44:582',32,0.000728,-0.000642,0.01873,0.134252,-0.023417,0.444118,0,?,?
467,'2024/12/19 00:07:44:990',32,-0.000375,0.006549,-0.009743,0.133702,-0.02261,0.444134,0,?,?
468,'2024/12/19 00:07:44:991',32,-0.002316,0.00299,0.024342,0.134961,-0.021317,0.445242,0,?,?
469,'2024/12/19 00:07:45:194',32,0.00301,0.004281,-0.004197,0.134493,-0.020947,0.445273,0,?,?
470,'2024/12/19 00:07:45:383',32,-0.004989,0.002713,0.012017,0.133865,-0.020865,0.444671,0,?,?
471,'2024/12/19 00:07:45:599',32,0.009309,0.001673,-0.004286,0.133016,-0.02,0.443312,0,?,?
472,'2024/12/19 00:07:45:782',32,-0.002405,0.002913,0.005836,0.13285,-0.018465,0.443084,0,?,?
473,'2024/12/19 00:07:46:018',32,0.001082,0.005017,0.005733,0.132633,-0.018134,0.441875,0,?,?
474,'2024/12/19 00:07:46:184',32,0.000852,0.00296,-0.000846,0.132236,-0.018624,0.441931,0,?,?
475,'2024/12/19 00:07:46:381',32,0.002348,0.002696,0.003681,0.132847,-0.018672,0.44326,0,?,?
476,'2024/12/19 00:07:46:593',32,-0.001729,0.005042,0.009748,0.132673,-0.01773,0.444252,0,?,?
477,'2024/12/19 00:07:46:792',32,0.003284,0.00394,-0.000254,0.132517,-0.017584,0.44492,0,?,?
478,'2024/12/19 00:07:47:007',32,0.002294,0.001662,0.001704,0.132651,-0.018078,0.445113,0,?,?
479,'2024/12/19 00:07:47:183',32,-0.00169,0.004621,0.005525,0.133204,-0.017879,0.446396,0,?,?
480,'2024/12/19 00:07:47:551',32,0.004776,0.005204,-0.001356,0.132945,-0.017182,0.44664,0,?,?
481,'2024/12/19 00:07:47:582',32,0.000997,0.004713,-0.000177,0.133866,-0.017789,0.446879,0,?,?
482,'2024/12/19 00:07:47:960',32,0.001496,0.003518,0.002878,0.133815,-0.017984,0.446939,0,?,?
483,'2024/12/19 00:07:47:983',32,0.000603,0.004987,0.002381,0.133773,-0.01793,0.447101,0,?,?
484,'2024/12/19 00:07:48:272',32,-0.000003,0.0046,0.003595,0.132921,-0.016932,0.445724,0,?,?
485,'2024/12/19 00:07:48:383',32,-0.002121,0.002158,0.00709,0.132505,-0.016534,0.444322,0,?,?
486,'2024/12/19 00:07:48:583',32,0.006865,0.000928,0.00147,0.13094,-0.015344,0.442994,0,?,?
487,'2024/12/19 00:07:48:791',32,0.002722,0.006557,0.004566,0.131509,-0.014521,0.443473,0,?,?
488,'2024/12/19 00:07:48:994',32,0.005439,-0.005597,0.010492,0.132794,-0.012923,0.44542,0,?,?
489,'2024/12/19 00:07:49:392',32,0.006672,0.002783,0.007978,0.135013,-0.01334,0.447429,0,?,?
490,'2024/12/19 00:07:49:393',32,0.001658,0.002992,-0.003742,0.135718,-0.015272,0.448807,0,?,?
491,'2024/12/19 00:07:49:584',32,-0.004247,0.005212,0.001522,0.135525,-0.015996,0.449425,0,?,?
492,'2024/12/19 00:08:20:115',33,0.010546,0.023158,0.003041,0.160009,-0.014207,0.85944,?,5,?
493,'2024/12/19 00:08:20:186',33,0.065055,0.021989,-0.078236,0.154871,0.101447,0.974858,?,5,?
494,'2024/12/19 00:08:20:524',33,-0.182569,-0.269214,0.181867,0.221468,0.104465,1.106918,?,5,?
495,'2024/12/19 00:08:20:595',33,0.921114,0.139058,-0.264895,0.140312,-0.005842,1.070552,?,5,?
496,'2024/12/19 00:08:20:888',33,-0.480313,0.450282,-0.037431,0.157475,0.009839,1.433308,?,5,?
497,'2024/12/19 00:08:20:984',33,-0.293805,-0.227141,0.015934,0.071963,0.026037,1.271865,?,5,?
498,'2024/12/19 00:08:21:239',33,0.424015,-0.173104,-0.13086,0.02308,-0.032947,1.024794,?,5,?
499,'2024/12/19 00:08:21:548',33,0.522671,0.360277,-0.113609,0.073463,-0.041303,1.141346,?,5,?
500,'2024/12/19 00:08:21:583',33,-0.294655,0.346305,0.146755,0.103494,-0.015287,1.482538,?,5,?
501,'2024/12/19 00:08:21:957',33,-0.369893,-0.155717,0.072505,-0.018084,0.050816,1.379207,?,5,?
502,'2024/12/19 00:08:21:991',33,0.497376,-0.184423,-0.086863,-0.061048,-0.048389,1.050262,?,5,?
503,'2024/12/19 00:08:22:368',33,0.349473,0.408751,-0.125155,0.010497,-0.084089,1.172753,?,5,?
504,'2024/12/19 00:08:22:384',33,-0.444556,0.215699,0.071511,0.05898,-0.042652,1.465564,?,5,?
505,'2024/12/19 00:08:22:783',33,-0.451509,-0.265903,0.057967,-0.015721,0.009554,1.295119,?,5,?
506,'2024/12/19 00:08:22:787',33,0.698242,-0.0793,-0.002432,-0.032233,-0.053108,1.019382,?,5,?
507,'2024/12/19 00:08:23:084',33,0.098529,0.49511,0.072932,0.023203,-0.082286,1.245155,?,5,?
508,'2024/12/19 00:08:23:187',33,-0.560031,0.061524,-0.031189,0.006379,-0.00462,1.503207,?,5,?
509,'2024/12/19 00:08:23:385',33,-0.098594,-0.403385,-0.02562,-0.047095,0.020187,1.181878,?,5,?
510,'2024/12/19 00:08:23:699',33,0.633984,0.107887,-0.077915,0.005928,-0.011182,0.992076,?,5,?
511,'2024/12/19 00:08:23:786',33,-0.09407,0.470391,0.142612,0.036363,-0.036424,1.27722,?,5,?
512,'2024/12/19 00:08:24:005',33,-0.481461,-0.034637,0.046479,-0.020982,0.033385,1.430976,?,5,?
513,'2024/12/19 00:08:24:187',33,0.180363,-0.351094,-0.153728,-0.113068,-0.009971,1.12579,?,5,?
514,'2024/12/19 00:08:24:399',33,0.622378,0.38183,0.047344,0.022549,-0.041193,1.099141,?,5,?
515,'2024/12/19 00:08:24:723',33,-0.32098,0.376278,0.027236,0.017194,-0.015006,1.463828,?,5,?
516,'2024/12/19 00:08:24:788',33,-0.484171,-0.137945,0.093862,-0.062241,0.04909,1.45067,?,5,?
517,'2024/12/19 00:08:25:029',33,0.445219,-0.215293,-0.207114,-0.10825,-0.0624,1.103182,?,5,?
518,'2024/12/19 00:08:25:190',33,0.360979,0.392202,0.008144,0.020576,-0.081668,1.165204,?,5,?
519,'2024/12/19 00:08:25:386',33,-0.323335,0.204719,-0.066191,-0.006462,-0.010421,1.495052,?,5,?
520,'2024/12/19 00:08:25:586',33,-0.348203,-0.164303,-0.036321,-0.05494,0.045063,1.383624,?,5,?
521,'2024/12/19 00:08:25:784',33,0.466103,-0.041087,-0.095606,-0.026243,-0.058762,1.063583,?,5,?
522,'2024/12/19 00:08:25:987',33,0.212311,0.270734,-0.050745,0.071744,-0.063806,1.163065,?,5,?
523,'2024/12/19 00:08:26:186',33,-0.392942,0.049102,-0.022649,0.084037,-0.035443,1.394621,?,5,?
524,'2024/12/19 00:08:26:566',33,-0.117769,-0.116582,0.077377,0.094036,-0.029552,1.317055,?,5,?
525,'2024/12/19 00:08:26:586',33,0.170514,-0.030315,-0.060101,0.082036,-0.02788,1.236137,?,5,?
526,'2024/12/19 00:08:31:993',34,-0.064329,-0.013881,0.019154,0.282224,-0.024566,0.389544,?,5,?
527,'2024/12/19 00:08:31:993',34,-0.119727,-0.161243,0.054607,0.192063,-0.069487,0.352058,?,5,?
528,'2024/12/19 00:08:32:197',34,0.518865,0.270994,-0.145037,0.116687,-0.119539,0.577386,?,5,?
529,'2024/12/19 00:08:32:386',34,-0.119107,0.28877,0.126579,0.12694,-0.118929,0.915706,?,5,?
530,'2024/12/19 00:08:32:710',34,-0.51695,0.127995,0.040136,0.04931,-0.031265,0.881799,?,5,?
531,'2024/12/19 00:08:32:786',34,0.046603,-0.014534,-0.258265,-0.093068,-0.000769,0.494042,?,5,?
532,'2024/12/19 00:08:33:786',35,-0.042309,-0.135452,-0.047107,-0.046464,-0.067358,0.37077,?,5,?
533,'2024/12/19 00:08:34:149',35,0.66452,0.016735,0.150411,-0.088023,-0.098424,0.4426,?,5,?
534,'2024/12/19 00:08:34:187',35,0.040765,0.506456,0.238227,-0.096247,-0.100203,0.859846,?,5,?
535,'2024/12/19 00:08:34:553',35,-0.456291,0.242218,0.031169,-0.001648,-0.040302,1.082839,?,5,?
536,'2024/12/19 00:08:34:586',35,0.011385,-0.032509,-0.061876,-0.002525,0.005308,0.764766,?,5,?
537,'2024/12/19 00:08:35:782',36,-0.001154,0.015247,0.022141,0.005177,-0.01757,0.499076,?,5,?
538,'2024/12/19 00:08:35:787',36,-0.253951,-0.105458,0.009333,-0.001317,-0.01935,0.429967,?,5,?
539,'2024/12/19 00:08:35:988',36,0.976948,0.236414,-0.239003,-0.062562,-0.056419,0.401922,?,5,?
540,'2024/12/19 00:08:36:499',36,0.018933,0.354044,0.235501,0.037616,-0.07054,0.814564,?,5,?
541,'2024/12/19 00:08:36:500',36,-0.243484,0.163864,0.055429,-0.042951,-0.045897,0.990718,?,5,?
542,'2024/12/19 00:08:36:586',36,-0.033506,0.049158,0.003145,-0.124949,0.032329,0.884473,?,5,?
543,'2024/12/19 00:08:37:729',37,-0.180609,-0.216499,0.127516,-0.046578,-0.001246,0.501251,?,5,?
544,'2024/12/19 00:08:37:786',37,0.414225,0.117039,-0.429005,-0.123171,-0.00736,0.551407,?,5,?
545,'2024/12/19 00:08:37:985',37,0.097263,0.287218,0.107115,-0.037254,-0.094892,0.914331,?,5,?
546,'2024/12/19 00:08:38:274',37,-0.504461,0.345878,0.061263,-0.024517,-0.036391,1.116984,?,5,?
547,'2024/12/19 00:08:38:451',37,-0.068689,-0.145884,-0.103753,-0.044351,0.060331,0.844237,?,5,?
548,'2024/12/19 00:08:38:585',37,0.28128,-0.057741,0.044903,-0.031593,0.018749,0.564626,?,5,?
549,'2024/12/19 00:08:39:586',38,-0.106937,-0.526039,0.046642,0.011223,-0.009763,0.440179,?,5,?
550,'2024/12/19 00:08:39:787',38,0.550498,0.276144,-0.217424,-0.051714,-0.052301,0.535733,?,5,?
551,'2024/12/19 00:08:39:986',38,-0.107354,0.236499,0.148641,-0.024352,-0.089677,0.848874,?,5,?
552,'2024/12/19 00:08:40:345',38,-0.199011,0.123539,-0.021106,0.033931,0.010296,0.990109,?,5,?
553,'2024/12/19 00:08:40:386',38,0.084317,-0.057197,0.008831,0.010476,0.034344,0.757651,?,5,?
554,'2024/12/19 00:08:41:519',39,-0.233679,-0.147508,-0.032839,-0.000749,0.001761,0.539656,?,5,?
555,'2024/12/19 00:08:41:585',39,0.751501,-0.021804,0.051218,-0.028781,0.009932,0.588452,?,5,?
556,'2024/12/19 00:08:41:927',39,-0.086497,0.361813,0.488456,0.011182,-0.077052,0.96291,?,5,?
557,'2024/12/19 00:08:41:987',39,-0.097604,-0.079913,0.198042,0.045301,-0.028131,1.059691,?,5,?
558,'2024/12/19 00:08:42:243',39,-0.253151,0.085502,-0.143156,-0.039218,-0.024397,1.066099,?,5,?
559,'2024/12/19 00:08:43:284',40,-0.071362,0.02227,0.018662,0.041768,-0.02053,0.620658,?,5,?
560,'2024/12/19 00:08:43:387',40,0.005499,-0.166942,0.061407,-0.034034,-0.03647,0.440723,?,5,?
561,'2024/12/19 00:08:43:584',40,0.454744,0.144555,0.002722,-0.02166,-0.034181,0.621634,?,5,?
562,'2024/12/19 00:08:43:873',40,-0.022661,0.406852,0.033541,-0.036256,-0.070522,0.971196,?,5,?
563,'2024/12/19 00:08:43:986',40,-0.573503,0.045606,0.171947,0.068915,-0.040909,1.116511,?,5,?
564,'2024/12/19 00:08:44:192',40,0.013576,-0.07522,-0.068677,0.01142,0.038484,0.837941,?,5,?
565,'2024/12/19 00:08:44:998',41,-0.173543,-0.021621,-0.009193,0.042066,0.003914,0.639422,?,5,?
566,'2024/12/19 00:08:45:193',41,0.221407,-0.31216,0.225614,0.030634,0.02435,0.549183,?,5,?
567,'2024/12/19 00:08:45:386',41,0.418696,0.361653,-0.087639,-0.073227,-0.034044,0.810253,?,5,?
568,'2024/12/19 00:08:45:716',41,0.004469,0.271098,0.121084,0.015682,-0.113491,1.078646,?,5,?
569,'2024/12/19 00:08:45:786',41,-0.631688,0.024688,0.111662,0.032079,-0.035116,1.153861,?,5,?
570,'2024/12/19 00:08:52:986',42,0.00308,0.005783,0.004209,0.17704,0.013427,0.18467,?,0,?
571,'2024/12/19 00:08:53:288',42,-0.00623,0.014394,0.004306,0.176875,0.011584,0.184151,?,0,?
572,'2024/12/19 00:08:53:385',42,0.007183,0.011005,-0.023829,0.169685,0.015176,0.184214,?,0,?
573,'2024/12/19 00:08:53:601',42,-0.002313,0.011877,-0.003486,0.169487,0.014082,0.184451,?,0,?
574,'2024/12/19 00:08:53:787',42,0.009997,0.005939,0.009373,0.169005,0.013619,0.186467,?,0,?
575,'2024/12/19 00:08:53:987',42,0.008008,0.004241,0.0087,0.167066,0.012894,0.189378,?,0,?
576,'2024/12/19 00:08:54:187',42,0.003557,0.007584,0.00303,0.167794,0.012426,0.190881,?,0,?
577,'2024/12/19 00:08:54:523',42,0.00437,0.005359,0.0088,0.166466,0.011567,0.192585,?,0,?
578,'2024/12/19 00:08:54:598',42,0.003569,0.008254,0.000482,0.166787,0.012427,0.193478,?,0,?
579,'2024/12/19 00:08:54:829',42,-0.000001,0.007718,0.016453,0.16581,0.012316,0.195641,?,0,?
580,'2024/12/19 00:08:55:034',42,0.005224,0.007116,-0.005233,0.165463,0.009431,0.197646,?,0,?
581,'2024/12/19 00:08:55:185',42,-0.003266,0.003795,0.013818,0.165282,0.008478,0.196963,?,0,?
582,'2024/12/19 00:08:55:386',42,0.011878,0.00302,-0.001021,0.164419,0.008021,0.194769,?,0,?
583,'2024/12/19 00:08:55:587',42,-0.000179,0.002491,0.02381,0.165569,0.006509,0.194421,?,0,?
584,'2024/12/19 00:08:55:787',42,0.011109,0.007851,-0.006771,0.162357,0.007576,0.192529,?,0,?
585,'2024/12/19 00:08:55:987',42,0.004205,0.007712,-0.004424,0.160948,0.007736,0.192961,?,0,?
586,'2024/12/19 00:08:56:366',42,-0.011787,0.006742,0.020867,0.160692,0.005928,0.193038,?,0,?
587,'2024/12/19 00:08:56:386',42,-0.002014,0.006132,0.016902,0.15788,0.002488,0.190247,?,0,?
588,'2024/12/19 00:08:56:673',42,0.010137,0.009342,-0.008297,0.156757,0.002266,0.18987,?,0,?
589,'2024/12/19 00:08:56:877',42,-0.00942,0.008246,-0.002534,0.156806,-0.000025,0.191352,?,0,?
590,'2024/12/19 00:08:56:987',42,-0.004264,0.007794,0.006572,0.158095,-0.000889,0.192158,?,0,?
591,'2024/12/19 00:08:57:293',42,0.008252,0.000185,0.009836,0.158378,-0.002129,0.191632,?,0,?
592,'2024/12/19 00:08:57:387',42,0.005601,0.012653,-0.005006,0.157282,-0.001994,0.19248,?,0,?
593,'2024/12/19 00:08:57:587',42,0.00694,0.012855,-0.009326,0.155603,-0.003395,0.192105,?,0,?
594,'2024/12/19 00:08:57:784',42,-0.003483,0.009861,-0.007919,0.153776,-0.004489,0.191996,?,0,?
595,'2024/12/19 00:08:57:985',42,-0.000645,0.015332,-0.016635,0.153692,-0.004567,0.191799,?,0,?
596,'2024/12/19 00:08:58:187',42,0.000347,0.010398,-0.000497,0.153903,-0.00537,0.192914,?,0,?
597,'2024/12/19 00:08:58:387',42,-0.003747,0.011046,0.002126,0.152104,-0.005533,0.193492,?,0,?
598,'2024/12/19 00:08:58:585',42,0.002245,0.004798,0.005612,0.14699,-0.00682,0.192851,?,0,?
599,'2024/12/19 00:08:58:787',42,-0.000502,0.008398,0.005878,0.14526,-0.007018,0.194159,?,0,?
600,'2024/12/19 00:08:58:986',42,-0.003201,0.008592,0.004511,0.142497,-0.005953,0.193271,?,0,?
601,'2024/12/19 00:08:59:188',42,0.002116,0.010094,-0.002848,0.140608,-0.005266,0.193195,?,0,?
602,'2024/12/19 00:08:59:387',42,0.005002,0.004131,0.002408,0.140718,-0.006578,0.193142,?,0,?
603,'2024/12/19 00:08:59:643',42,0.006622,0.007411,-0.007071,0.141458,-0.00504,0.194203,?,0,?
604,'2024/12/19 00:08:59:799',42,-0.002833,0.008164,0.006191,0.142789,-0.006341,0.194914,?,0,?
605,'2024/12/19 00:08:59:984',42,0.003826,0.005432,-0.003223,0.144468,-0.006766,0.194581,?,0,?
606,'2024/12/19 00:09:00:186',42,-0.005751,0.010991,0.009549,0.146987,-0.006865,0.195273,?,0,?
607,'2024/12/19 00:09:00:387',42,0.006933,0.007023,0.005555,0.146385,-0.005589,0.194779,?,0,?
608,'2024/12/19 00:09:00:587',42,0.007481,0.006535,0.002781,0.14563,-0.005587,0.195899,?,0,?
609,'2024/12/19 00:09:00:852',42,-0.000628,0.01032,-0.006699,0.145769,-0.005549,0.196402,?,0,?
610,'2024/12/19 00:09:00:985',42,-0.00214,0.005108,0.012444,0.145189,-0.005424,0.196368,?,0,?
611,'2024/12/19 00:09:01:187',42,0.005023,0.004104,-0.002936,0.143451,-0.006232,0.195993,?,0,?
612,'2024/12/19 00:09:01:487',42,0.000431,0.006316,-0.000733,0.142772,-0.006139,0.19564,?,0,?
613,'2024/12/19 00:09:01:587',42,-0.003783,0.005622,0.009445,0.143334,-0.005474,0.194785,?,0,?
614,'2024/12/19 00:09:01:787',42,0.003955,0.007348,-0.002772,0.142211,-0.005845,0.194515,?,0,?
615,'2024/12/19 00:09:01:984',42,-0.008154,0.009908,0.000257,0.142932,-0.007548,0.194807,?,0,?
616,'2024/12/19 00:09:02:186',42,0.000853,0.00701,0.008277,0.144136,-0.007816,0.195132,?,0,?
617,'2024/12/19 00:09:02:387',42,0.005998,0.006709,-0.004242,0.145435,-0.008067,0.196272,?,0,?
618,'2024/12/19 00:09:02:715',42,0.008337,0.006437,-0.004952,0.145793,-0.008396,0.196757,?,0,?
619,'2024/12/19 00:09:02:787',42,-0.008112,0.007757,0.004284,0.146557,-0.009121,0.197615,?,0,?
620,'2024/12/19 00:09:02:986',42,0.006341,0.006699,0.008521,0.147199,-0.009403,0.198053,?,0,?
621,'2024/12/19 00:09:03:187',42,-0.000415,0.005598,0.007856,0.148646,-0.01035,0.198603,?,0,?
622,'2024/12/19 00:09:03:387',42,-0.004763,0.008923,0.011142,0.148676,-0.010814,0.199053,?,0,?
623,'2024/12/19 00:09:03:598',42,-0.001946,0.008831,0.002432,0.148738,-0.011147,0.199394,?,0,?
624,'2024/12/19 00:09:03:787',42,0.002804,0.009204,0.002558,0.148868,-0.010381,0.198888,?,0,?
625,'2024/12/19 00:09:03:987',42,0.003969,0.003677,-0.002714,0.147784,-0.0104,0.199206,?,0,?
626,'2024/12/19 00:09:04:187',42,0.006732,0.001724,0.016547,0.147106,-0.010754,0.199291,?,0,?
627,'2024/12/19 00:09:04:387',42,-0.001167,0.005135,-0.008957,0.145325,-0.011343,0.199186,?,0,?
628,'2024/12/19 00:09:04:586',42,-0.00314,0.008952,0.000103,0.145975,-0.011417,0.198782,?,0,?
629,'2024/12/19 00:09:04:853',42,0.002624,0.00675,0.002878,0.147081,-0.010797,0.198865,?,0,?
630,'2024/12/19 00:09:04:987',42,0.000057,0.008243,-0.005389,0.148297,-0.010935,0.199535,?,0,?
631,'2024/12/19 00:09:05:186',42,-0.003272,0.006658,0.016105,0.15032,-0.010365,0.199502,?,0,?
632,'2024/12/19 00:09:05:582',42,0.004168,0.002925,0.001645,0.150187,-0.008753,0.200971,?,0,?
633,'2024/12/19 00:09:05:587',42,-0.003977,0.007744,0.001762,0.150076,-0.007644,0.20179,?,0,?
634,'2024/12/19 00:09:05:992',42,0.001551,0.00812,0.00257,0.150256,-0.008143,0.202066,?,0,?
635,'2024/12/19 00:09:05:992',42,-0.000773,0.009566,0.005371,0.1509,-0.008371,0.202122,?,0,?
636,'2024/12/19 00:09:06:199',42,-0.000923,0.00502,0.011098,0.151688,-0.008112,0.2026,?,0,?
637,'2024/12/19 00:09:06:401',42,-0.000408,0.006842,0.004493,0.150399,-0.007381,0.20195,?,0,?
638,'2024/12/19 00:09:06:607',42,0.004258,0.006185,0.009698,0.14958,-0.00713,0.200955,?,0,?
639,'2024/12/19 00:09:06:785',42,0.005407,0.007913,-0.006312,0.14821,-0.005991,0.200205,?,0,?
640,'2024/12/19 00:09:06:987',42,-0.002042,0.004854,0.011477,0.149468,-0.006021,0.20025,?,0,?
641,'2024/12/19 00:09:07:190',42,0.0029,0.006718,0.004943,0.149532,-0.007346,0.199585,?,0,?
642,'2024/12/19 00:09:07:387',42,-0.000456,0.001077,0.002777,0.150648,-0.009185,0.199313,?,0,?
643,'2024/12/19 00:09:07:595',42,0.003132,0.004574,0.006207,0.15133,-0.008324,0.199742,?,0,?
644,'2024/12/19 00:09:07:790',42,-0.001895,0.007817,-0.004991,0.150736,-0.007729,0.202094,?,0,?
645,'2024/12/19 00:09:07:987',42,0.005141,0.00615,-0.005552,0.151026,-0.007577,0.201322,?,0,?
646,'2024/12/19 00:09:08:189',42,-0.007116,0.006676,0.01087,0.152299,-0.00972,0.204083,?,0,?
647,'2024/12/19 00:09:08:385',42,0.00745,0.003059,0.007609,0.152422,-0.010394,0.203263,?,0,?
648,'2024/12/19 00:09:08:653',42,0.001172,0.007377,0.000052,0.152684,-0.009862,0.204424,?,0,?
649,'2024/12/19 00:09:08:787',42,-0.002852,0.006944,0.002365,0.152802,-0.010299,0.204159,?,0,?
650,'2024/12/19 00:09:08:987',42,0.007947,0.004247,0.004517,0.15211,-0.01,0.203385,?,0,?
651,'2024/12/19 00:09:09:186',42,0.000033,0.005749,0.010371,0.151268,-0.009588,0.202742,?,0,?
652,'2024/12/19 00:09:09:387',42,0.002066,0.007471,-0.002847,0.149723,-0.008555,0.201674,?,0,?
653,'2024/12/19 00:10:05:783',43,-0.006557,0.003324,0.008645,1.194097,-0.068842,0.275152,?,?,5
654,'2024/12/19 00:10:05:984',43,0.077398,-0.024926,-0.020937,1.198502,-0.161716,0.367955,?,?,5
655,'2024/12/19 00:10:06:308',43,0.045846,0.030829,-0.02376,1.162599,-0.551576,0.802737,?,?,5
656,'2024/12/19 00:10:06:383',43,-0.025798,0.035976,0.03305,1.015381,-0.877143,1.137476,?,?,5
657,'2024/12/19 00:10:06:616',43,0.01666,-0.004856,-0.0424,0.874072,-1.04649,1.284568,?,?,5
658,'2024/12/19 00:10:06:813',43,0.064248,-0.03238,0.026451,0.753866,-1.170489,1.43582,?,?,5
659,'2024/12/19 00:10:07:027',43,-0.019115,0.033738,0.005274,0.613945,-1.202525,1.50599,?,?,5
660,'2024/12/19 00:10:07:230',43,-0.05042,0.0062,-0.029075,0.561289,-1.217527,1.531045,?,?,5
661,'2024/12/19 00:10:09:439',44,-0.011655,0.006275,-0.016611,1.253141,0.070692,0.130444,?,?,5
662,'2024/12/19 00:10:09:586',44,0.101664,-0.004012,-0.009261,1.261345,-0.079484,0.291766,?,?,5
663,'2024/12/19 00:10:09:789',44,0.087184,0.028657,0.007075,1.175462,-0.785286,0.997208,?,?,5
664,'2024/12/19 00:10:09:995',44,0.022141,0.011085,0.026281,0.961969,-1.098191,1.350414,?,?,5
665,'2024/12/19 00:10:10:201',44,-0.025314,0.020312,-0.011455,0.762129,-1.218558,1.497165,?,?,5
666,'2024/12/19 00:10:10:406',44,-0.089341,0.046652,-0.053564,0.582156,-1.200572,1.586256,?,?,5
667,'2024/12/19 00:10:10:583',44,-0.002063,0.015723,-0.030937,0.508921,-1.196332,1.599255,?,?,5
668,'2024/12/19 00:10:10:783',44,0.017702,0.002028,-0.02583,0.50319,-1.215609,1.601669,?,?,5
669,'2024/12/19 00:10:12:589',45,-0.022279,0.012581,0.011952,1.233327,0.0868,0.116044,?,?,5
670,'2024/12/19 00:10:12:820',45,0.057367,-0.009496,-0.001736,1.23877,0.07034,0.13244,?,?,5
671,'2024/12/19 00:10:13:020',45,-0.029569,0.022498,0.054104,1.233047,-0.495956,0.688131,?,?,5
672,'2024/12/19 00:10:13:240',45,-0.049115,0.037193,0.059904,1.091205,-1.003475,1.216747,?,?,5
673,'2024/12/19 00:10:13:382',45,0.026979,0.015924,-0.075857,0.915456,-1.148084,1.412569,?,?,5
674,'2024/12/19 00:10:13:638',45,-0.048672,0.007396,0.088261,0.743405,-1.266655,1.605079,?,?,5
675,'2024/12/19 00:10:13:988',45,0.052504,-0.005635,-0.070206,0.582728,-1.235494,1.642118,?,?,5
676,'2024/12/19 00:10:13:989',45,-0.060981,-0.006313,0.081061,0.522952,-1.229414,1.698534,?,?,5
677,'2024/12/19 00:10:14:187',45,0.01881,-0.015853,-0.021062,0.511432,-1.254018,1.677212,?,?,5
678,'2024/12/19 00:10:16:456',46,-0.008528,0.0068,0.003143,1.226173,-0.04921,0.227401,?,?,5
679,'2024/12/19 00:10:16:591',46,0.033873,-0.005172,-0.011605,1.224478,-0.07027,0.253068,?,?,5
680,'2024/12/19 00:10:16:795',46,0.144891,-0.003574,-0.034339,1.189353,-0.616194,0.828116,?,?,5
681,'2024/12/19 00:10:16:990',46,0.052707,0.066852,0.014752,0.972718,-1.166758,1.384453,?,?,5
682,'2024/12/19 00:10:17:184',46,-0.10822,0.015535,0.025516,0.728304,-1.315184,1.54739,?,?,5
683,'2024/12/19 00:10:17:383',46,0.010314,0.007725,0.037117,0.543203,-1.343607,1.585319,?,?,5
684,'2024/12/19 00:10:17:584',46,-0.073885,-0.007686,-0.024806,0.430122,-1.28153,1.587546,?,?,5
685,'2024/12/19 00:10:17:825',46,-0.024733,0.006829,0.001098,0.406181,-1.290912,1.599734,?,?,5
686,'2024/12/19 00:10:17:984',46,-0.018608,0.002435,-0.011838,0.413836,-1.289325,1.596812,?,?,5
687,'2024/12/19 00:10:20:584',47,0.017421,0.022154,0.054351,1.212399,-0.070036,0.388096,?,?,5
688,'2024/12/19 00:10:20:784',47,0.104622,-0.015828,-0.086144,1.15348,-0.308476,0.599136,?,?,5
689,'2024/12/19 00:10:20:985',47,0.026986,0.032321,-0.001238,1.080817,-0.741289,1.044383,?,?,5
690,'2024/12/19 00:10:21:186',47,-0.041635,0.05238,-0.019763,0.885469,-1.041591,1.395899,?,?,5
691,'2024/12/19 00:10:21:384',47,-0.015819,0.004157,0.020996,0.665074,-1.171127,1.566498,?,?,5
692,'2024/12/19 00:10:21:583',47,-0.006837,0.010004,0.023625,0.491846,-1.232842,1.661081,?,?,5
693,'2024/12/19 00:10:21:787',47,-0.042987,-0.007746,0.002381,0.347292,-1.261745,1.720875,?,?,5
